Authors,Title,Year,Source title,Cited by,Abstract,Author Keywords,Index Keywords,Type of method/model,Horizon,Market,Output
"Sansom D.C., Downs T., Saha T.K.",Support vector machine based electricity price forecasting for electricity markets utilising projected assessment of system adequacy data,2003,IPEC 2003 - 6th International Power Engineering Conference,17,"In this paper we present an analysis of the results of a study into wholesale (spot) electricity price forecasting with Support Vector Machines (SVM) utilising past price and demand data and Projected Assessment of System Adequacy (PASA) data. The forecasting accuracy was evaluated using Australian National Electricity Market (NEM), New South Wales regional data over the year 2002. The inclusion of PASA data shows little improvement in forecasting accuracy.",Electricity markets; Price Forecasting; Support Vector Machines,Electricity markets; Price forecasting; Projected assessment of system adequacy (PASA) data; Support vector machines; Data reduction; Economic and social effects; Electric industry; Electric loads; Electric power generation; Probability; Vectors; World Wide Web; Electric power systems,5,2,1,1
"Fleten S.-E., Lemming J.",Constructing forward price curves in electricity markets,2003,Energy Economics,50,"We present and analyze a method for constructing approximated high-resolution forward price curves in electricity markets. Because a limited number of forward or futures contracts are traded in the market, only a limited picture of the theoretical continuous forward price curve is available to the analyst. Our method combines the information contained in observed bid and ask prices with information from the forecasts generated by bottom-up models. As an example, we use information concerning the shape of the seasonal variation from a bottom-up model to improve the forward price curve quoted on the Nordic power exchange. © 2003 Elsevier Science B.V. All rights reserved.",Electricity markets; Electricity prices; Forward price curves; Price modelling,Contracts; Forecasting; Marketing; Forward price curves; Electric rates; electricity generation; energy market; methodology; price dynamics,4,3,1,1
"Contreras J., Espínola R., Nogales F.J., Conejo A.J.",ARIMA models to predict next-day electricity prices,2003,IEEE Transactions on Power Systems,932,"Price forecasting is becoming increasingly relevant to producers and consumers in the new competitive electric power markets. Both for spot markets and long-term contracts, price forecasts are necessary to develop bidding strategies or negotiation skills in order to maximize benefit. This paper provides a method to predict next-day electricity prices based on the ARIMA methodology. ARIMA techniques are used to analyze time series and, in the past, have been mainly used for load forecasting, due to their accuracy and mathematical soundness. A detailed explanation of the aforementioned ARIMA models and results from mainland Spain and Californian markets are presented.",ARIMA models; Electricity markets; Forecasting; Market clearing price; Time series analysis,Electric loads; Electric power systems; Time series analysis; Price forecasting; Electricity,4,"1, 2",1,1
"Zhang L., Luh P.B., Kasiviswanathan K.",Energy clearing price prediction and confidence interval estimation with cascaded neural networks,2003,IEEE Transactions on Power Systems,142,"The energy market clearing prices (MCPs) in deregulated power markets are volatile. Good MCP prediction and its confidence interval estimation will help utilities and independent power producers submit effective bids with low risks. MCP prediction, however, is difficult since bidding strategies used by participants are complicated and various uncertainties interact in an intricate way. Furthermore, MCP predictors usually have a cascaded structure, as several key input factors need to be predicted first. Cascaded structures are widely used, however, they have not been adequately investigated. This paper analyzes the uncertainties involved in a cascaded neural-network (NN) structure for MCP prediction, and develops the prediction distribution under the Bayesian framework. A computationally efficient algorithm to evaluate the confidence intervals by using the memoryless Quasi-Newton method is also developed. Testing results on a classroom problem and on New England MCP prediction show that the method is computationally efficient and provides accurate prediction and confidence coverage. The scheme is generic, and can be applied to various networks, such as multilayer perceptrons and radial basis function networks.",Bayesian inference; Cascaded structure; Confidence interval; Market clearing price; Neural networks; Power systems; Prediction; Risk management,Algorithms; Computational methods; Electric rates; Estimation; Multilayer neural networks; Radial basis function networks; Deregulated power markets; Electric utilities,5,1,1,2
"Lee J.-K., Kim M.-S., Park J.-B., Shin J.-R.",Forecasting short-term system marginal price using a neural networks,2003,IFAC Proceedings Volumes (IFAC-PapersOnline),1,"This paper presents an application of the Artificial Neural Network (ANN) technique to forecast the short-term System Marginal Price (SMP). Recently, the deregulation in power industries has impacted on the power system operational problems. The energy market bidding strategies among market participants are highly dependent on the short-term price. Therefore, short-term SMP forecasting is a very important issue to market participants to maximize their profits, and to market operator who may wish to operate the electricity market in a stable sense. The proposed neural network based forecasting scheme is composed of three layers. In this process, firstly input data are appropriately set up to reflect market conditions. And secondly A, the coefficient of activation function is suitably adjusted in order to give a proper signal to a neuron considering the inversion of output neuron's signal. Also, selection rule is made to improve the efficiency of the proposed techniques. The proposed techniques are trained, validated and tested with historical data from Korea Power Exchange (KPX). Copyright © 2003 IFAC.",Backpropagation; Electric power systems; Forecasts; Neural networks,Backpropagation; Commerce; Electric power systems; Forecasting; Power markets; Activation functions; Bidding strategy; Korea power exchange; Market condition; Market operators; Market participants; Operational problems; System marginal price; Neural networks,5,0,1,0
Yuen Y.S.C.,Experience in day-ahead market price forecasting,2003,"Sixth International Conference on Advances in Power System Control, Operation and Management - Proceedings",4,This paper describes the use of ANN on day-ahead energy market price forecasting. The performance of different ANNs is evaluated by adjusting parameters and using various inputs to train the ANN. Historical data in year 2002 from NYISO is used. Training and verification is conducted for both MCP and zonal prices for an entire year.,ANN; Electricity Price Forecasting; Energy Day-Ahead Markets; MCP; Zonal Prices,Backpropagation; Computer simulation; Electric power systems; Electric rates; Error analysis; Learning systems; Neural networks; Pattern recognition; Transfer functions; Vectors; Electricity price forecasting; Energy day-ahead markets; MCP; Sum squared errors (SSE); Zonal prices; Electric industry,5,0,1,0
"Yang H., Duan X.",Chaotic Characteristics of Electricity Price and its Forecasting Model,2003,Canadian Conference on Electrical and Computer Engineering,26,"In power market environment, electricity price is influenced by many factors and exhibits a very complicated and irregular fluctuation. In order to validate the chaotic characteristic of electricity price, a phase space is firstly reconstructed from the scalar price time series in this paper. Secondly, the main features of attractors, i.e., the correlation dimensions and Lyapunov exponents are extracted and the surrogate data method is used. The analyzed results indicate that electricity price has chaotic characteristic and its short-term forecast can be realized by employing the chaos theory. Then, in order to achieve accurate short-term forecast, in the phase space reconstructed from multivariate time series, the global and local price forecasting model based on the recurrent neural network is proposed and successfully applied to the forecasting of the energy price on the New England market.",Chaotic characteristic; Electricity price; Forecasting model; Power market,Chaos theory; Costs; Electric power systems; Forecasting; Neural networks; Surrogate data; Electricity,5,1,1,1
"Guo J.-J., Luh P.B.",Selecting input factors for clusters of Gaussian radial basis function networks to improve market clearing price prediction,2003,IEEE Transactions on Power Systems,68,"In a deregulated power market, bidding decisions rely on good market clearing price prediction. One of the common forecasting methods is Gaussian radial basis function (GRBF) networks that approximate input-output relationships by building localized Gaussian functions (clusters). Currently, a cluster uses all the input factors. Certain input factors, however, may not be significant and should be deleted because they mislead local learning and result in poor predictions. Existing pruning methods for neural networks examine the significance of connections between neurons, and are not applicable to deleting center and standard deviation parameters in a GRBF network since those parameters bear no sense of significance of connection. In this paper, the inverses of standard deviations are found to capture a sense of connection, and based on this finding, a new training method to identify and eliminate unimportant input factors is developed. Numerical testing results from two classroom problems and from New England Market Clearing Price prediction show that the new training method leads to significantly improved prediction performance with a smaller number of network parameters.",Market clearing price forecasting; Neural networks; Radial basis function networks,Algorithms; Computational complexity; Computer simulation; Error analysis; Forecasting; Independent component analysis; Learning systems; Marketing; Matrix algebra; Monte Carlo methods; Principal component analysis; Radial basis function networks; Clusters; Gaussian radial basis function networks; Market clearing price prediction; Pruning methods; Two step training; Electric rates,5,1,1,1
"Zhang L., Luh P.B.",An integrated neural network method for market clearing price prediction and confidence interval estimation,2002,Proceedings of the World Congress on Intelligent Control and Automation (WCICA),9,"Market energy clearing prices (MCPs) play an important role in a deregulated power market, and good MCP prediction and interval estimation will help utilities and independent power producers submit effective bids with low risks. MCP is a non-stationary process, and an adaptive algorithm with fast convergence is important. A common method for MCP prediction is neural networks, and the extended Kalman filter (EKF) can be used as an integrated adaptive learning and interval estimation method, with fast convergence and small confidence interval. However, the EKF learning is computationally expensive because it involves high dimensional matrices. This paper presents a modified U-D factorization method within the framework of decoupled EKF. The computation speed is significantly improved and also is the numerical stability. EKF learning can then be used for high dimensional practical problems. Testing results show that the integrated learning and confidence interval algorithm provides better prediction than the back propagation algorithm and the confidence interval is smaller than that of a Bayesian inference-based interval estimation method.",Confidence interval; Extended Kalman filter; Market energy clearing price; Neural networks; Power systems; Prediction,Adaptive algorithms; Asymptotic stability; Backpropagation; Computational methods; Convergence of numerical methods; Cost accounting; Deregulation; Electric industry; Estimation; Kalman filtering; Confidence Interval Estimation; Extended Kalman filter; Independent power producer; Integrated adaptive learning; Market Clearing Price Prediction; Neural networks,5,1,1,2
"Kim C.-I., Yu I.-K., Song Y.H.",Prediction of system marginal price of electricity using wavelet transform analysis,2002,Energy Conversion and Management,56,"This paper proposes a novel wavelet transform based technique for prediction of the system marginal price (SMP) of electricity. Daubechies D1(Haar), D2 and D4 wavelet transforms are adopted, and the numerical results reveal that certain wavelet components can effectively be used to identify the SMP characteristics with relation to the system demand in electric power systems. The wavelet coefficients associated with certain frequency and time localization are adjusted using the conventional multiple regression method and then reconstructed in order to predict the SMP for the next scheduling day through a five scale synthesis technique. The outcome of the study clearly indicates that the proposed wavelet transform approach can be used as an attractive and effective means for SMP forecasting. © 2002 Elsevier Science Ltd. All rights reserved.",Power pool; System marginal price; Wavelet transform,Electric power systems; Electricity; Scheduling; Wavelet transforms; System marginal prices (SMP); Energy management,4,2,1,1
"Hong Y.-Y., Hsiao C.-Y.",Locational marginal price forecasting in deregulated electricity markets using artificial intelligence,2002,"IEE Proceedings: Generation, Transmission and Distribution",138,"Bidding competition is one of the main transaction approaches in deregulated electricity markets. Locational marginal prices (LMPs) resulting from bidding competition represent electricity values at nodes or in areas. A method using both neural networks (NNs) and fuzzy-c-means (FCM) is presented for forecasting LMPs. The recurrent neural network (RNN) was addressed and the traditional NN-based on a back-propogation algorithm was also investigated for comparison. The FCM helped classify the load levels into three clusters. Individual RNNs according to three load clusters were developed for forecasting LMPs. These RNNs were trained/validated and tested with historical data from the PJM (Pennsylvania, New Jersey, and Maryland) power system. It was found that the proposed neural networks were capable of forecasting LMP values efficiently.",,Algorithms; Artificial intelligence; Backpropagation; Computer simulation; Electric load forecasting; Fuzzy sets; Neural networks; Locational marginal prices (LMP); Electric industry,5,1,1,1
"Nogales F.J., Contreras J., Conejo A.J., Espínola R.",Forecasting next-day electricity prices by time series models,2002,IEEE Transactions on Power Systems,663,"In the framework of competitive electricity markets, power producers and consumers need accurate price forecasting tools. Price forecasts embody crucial information for producers and consumers when planning bidding strategies in order to maximize their benefits and utilities, respectively. This paper provides two highly accurate yet efficient price forecasting tools based on time series analysis: dynamic regression and transfer function models. These techniques are explained and checked against each other. Results and discussions from real-world case studies based on the electricity markets of mainland Spain and California are presented.",Electricity markets; Forecasting; Market clearing price; Time series analysis,Electricity markets; Electric industry; Electric load forecasting; Electric power utilization; Time series analysis; Transfer functions; Electric power systems,4,1,1,1
"Li C., Guo Z.",Short-term system marginal price forecasting with hybrid module,2002,"PowerCon 2002 - 2002 International Conference on Power System Technology, Proceedings",8,"In this paper, dynamic clustering and a BP neural network were combined to forecast short-term system marginal price (SMP). With the criterion of minimal distance between the sample data and the clustering center, sample data were divided into several classes with the dynamic clustering method. Then BP neural network modules with the same topology structure and different weights and thresholds were built for every class. Weights and thresholds of different layers' neurons in the BP neural network were revised in the backpropagation process. This set of forecasting modules were trained and tested on historical marginal price data from the American PJM power system. This kind of module can correctly predict short-term system marginal price. © 2002 IEEE.",BP Neural Network; Dynamic Clustering; Power Market; System Marginal Price,Forecasting; Neural networks; Power markets; BP neural networks; Clustering centers; Different layers; Dynamic clustering; Dynamic clustering methods; Minimal distance; System marginal price; Topology structure; Costs,5,1,1,1
"Shen Q., Huang M., Tao X.",Electricity price behavior models and numerical solutions with trees,2002,"PowerCon 2002 - 2002 International Conference on Power System Technology, Proceedings",2,"In the new environment of liberalized electricity markets, electricity prices are essential for the activities of the electricity market participants, such as pricing, trading, making contracts, planning etc. It becomes a big challenge for researchers to model electricity prices behavior. This paper introduces two kinds of electricity price models (Black-Scholes model and time mean reversion model) and gives out numerical solutions for each model with lattice methods (binomial tree and trinomial tree). Some methods to estimate the parameters of each model are also proposed. © 2002 IEEE.",Binomial; Black-Scholes model; Trinomial tree,Bins; Commerce; Costs; Forestry; Investments; Numerical methods; Power markets; Binomial; Black-Scholes model; Electricity price model; Electricity prices; Liberalized electricity market; Market participants; Numerical solution; Trinomial tree; Numerical models,"3, 4",0,0,0
"Liu H., Wang X., Zhang W., Xu G.",Market clearing price forecasting based on dynamic fuzzy system,2002,"PowerCon 2002 - 2002 International Conference on Power System Technology, Proceedings",9,"The problem of forecasting power market clearing price is addressed based on dynamic fuzzy system (DFS). Dynamic fuzzy system is a modified model of fuzzy system. It separates the rule reasoning layer into two layers: antecedent layer and consequence layer. DFS can learn rules by itself from sample data rapidly. As all sample data were input into DFS completely, the rule set of DFS are established automatically. Therefore, DFS performs well in dynamic condition. In addition, hybrid-and-length-varied-encoding genetic algorithms (GAs) is used to train the DFS. New crossover operator and mutation operator for this scheme are presented. The whole model, not only the membership function parameters, but also the fuzzy quantities numbers of input and output variables are adjusted automatically based on sample data. The problem of forecasting market clearing price (MCP) in power market is very important and very complicated. In this paper, DFS is used to solve this problem. With the consideration of California Power Market MCP data, the test results shows that DFS performs very well in this varied condition. © 2002 IEEE.",Dynamic Fuzzy System; Finding Fuzzy Rule; Genetic Algorithms; Market Clearing Price; Power Market,Commerce; Costs; Forecasting; Fuzzy systems; Genetic algorithms; Membership functions; Power markets; Problem solving; Crossover operator; Dynamic condition; Dynamic fuzzy systems; Genetic algorithm (GAs); Input and outputs; Market Clearing Price; Market clearing prices; Mutation operators; Fuzzy inference,"3, 4",1,1,1
"Deng S.-J., Jiang W.",An inverse-quantile function approach for modeling electricity price,2002,Proceedings of the Annual Hawaii International Conference on System Sciences,2,"We propose a class of alternative stochastic volatility models for electricity prices using the quantile function modeling approach. Specifically, we fit marginal distributions of power prices to two special classes of distributions by matching the quantile of an empirical distribution to that of a theoretical distribution. The distributions from the first class have closed form formulas for probability densities, probability distribution functions, and quantile functions, while the distributions from the second class may have extremely unbalanced tails. Having rich tail behaviors, both classes allow realistic modeling of the power price dynamics. The appealing features of this approach are that it can effectively model the heavy tail behavior of electricity prices caused by jumps and stochastic volatility and that the resulting distributions are easy to simulate. This latter feature enables us to perform both parameter estimation and derivative pricing tasks based on price data directly observed from real markets. © 2002 IEEE.",Electricity supply industry; Energy management; ISO; Mathematical model; Power markets; Power system management; Pricing; Probability distribution; Risk management; Stochastic processes,Commerce; Costs; Distribution functions; Economic analysis; Economics; Electric utilities; Energy management; Inverse problems; Mathematical models; Power markets; Probability; Random processes; Risk management; Stochastic models; Stochastic systems; Empirical distributions; ISO; Marginal distribution; Power system management; Probability densities; Quantile functions; Stochastic volatility; Stochastic Volatility Model; Probability distributions,4,"2, 3",1,2
"Mattson C., Liu C.-C., Lawarree J.",Modeling market pricing in a deregulated environment using adaptive fuzzy inference systems,2002,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,0,"The focus of this presentation is on the development of a software model that allows an electricity market player to predict future market behavior given a set of indicators. This model should not be just a ""black box"" mechanism but, rather, it should be interpretable allowing insight as to how these indicators drive the behavior of the market. The method chosen is an extension of the approach termed a probabilistic inference network.",,Computational methods; Decision making; Decision support systems; Deregulation; Electric power transmission; Fuzzy sets; Laws and legislation; Markov processes; Regulatory compliance; Power market analysis; Electric industry,−1,−1,−1,−1
"Guo J.-J., Luh P.B.",Market clearing price prediction using a committee machine with adaptive weighting coefficients,2002,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,12,"The use of a committee machine composed of multiple neural networks can capture more features in data and overcome the inadequacy of a single network. Different neural networks, however, may capture different features in data, and result in different inferences and predictions. Furthermore, network performance may not be constant as input features change. Without information on prediction quality of individual networks, it is difficult to appropriately combine them in a committee machine. To overcome the difficulty, insightful information called the prediction confidence is introduced and an associated method of determining adaptive weighting coefficients is developed in this paper. The key idea is that the confidence of a prediction is measured by the inverse of a prediction variance. Adaptive weighting coefficients are then derived to depend on past network performance and the confidence of current predictions. Therefore, a committee machine can properly determine coefficients according to past performance and prediction confidence of networks. The effectiveness of a new combination method is illustrated by power market cleaning price prediction.",Committee machines; Market clearing price forecasting; Neural networks,Approximation theory; Data acquisition; Forecasting; Probability; Problem solving; Committee machines; Price forecasting; Neural networks,5,1,1,2
"Zhang L., Luh P.B.",Power market clearing price prediction and confidence interval estimation with fast neural network learning,2002,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,13,"Market clearing prices (MCPs) play an important role in a deregulated power market, and good MCP prediction and interval estimation will help utilities and independent power producers submit effective bids with low risks in this uncertain market. Since MCP is a non-stationary process, an adaptive algorithm with fast convergence is important. A common method for MCP prediction is neural networks, and multilayer perceptron networks (MLP) is one of the widely used networks. Back propagation (BP) is a popular learning method for MLP, while BP suffers from slow convergence. This paper presents an integrated learning and interval estimation algorithm for MCP prediction. In the extended Kalman filter (EKF) framework, confidence interval is a natural by-product of EKF, and is integrated with learning process to improve learning results in addition to fast convergence. Since Kalman filter (KF) is a minimum variance estimator for linear system, EKF framework helps to provide a smaller confidence interval, which is preferred in risk management. Testing results on New England MCP prediction show the integrated learning and confidence interval algorithm provides better prediction than BP algorithm and the confidence interval is smaller with reasonable coverage than a Bayesian inference-based interval estimation method.",Confidence interval; Extended Kalman filter; Market clearing price; Neural networks; Power systems; Prediction methods; Risk management,Algorithms; Deregulation; Finance; Kalman filtering; Learning systems; Neural networks; Risk management; Price prediction; Electric power systems,5,1,1,2
"Niimura T., Ko H.-S., Ozawa K.",A day-ahead electricity price prediction based on a fuzzy-neuro autoregressive model in a deregulated electricity market,2002,Proceedings of the International Joint Conference on Neural Networks,38,"This paper presents a fuzzy regression model to estimate uncertain electricity market prices in deregulated industry environment. The price of electricity in a deregulated market is very volatile in time. Therefore, it is difficult to estimate an accurate market price using historically observed data. In the proposed method, uncertain market prices are estimated by an autoregressive model using a neural network, and the time series model is extended to fuzzy model to consider the possible ranges of market prices. The neural network finds the crisp value for AR model and then the low and high ranges of fuzzy model are found by linear programming. Therefore, the proposed model can represent the possible ranges of a day-ahead market price. For a numerical example, the model is applied to California Power Exchange market data.",Autoregression; Electricity market; Fuzzy numbers; Neural network; Price; Time series,Algorithms; Deregulation; Electric industry; Fees and charges; Forecasting; Fuzzy sets; Linear programming; Marketing; Mathematical models; Regression analysis; Time series analysis; Autoregression; Electricity market; Electricity price prediction; Fuzzy regression model; Multilayer neural networks,"4, 5",1,1,1
"Hong Y.-Y., Hsiao C.-Y.",Locational marginal price forecasting in deregulated electric markets using a recurrent neural network,2001,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,32,"Recently, deregulation has had a great impact on the electric power industry in various countries. Bidding competition is one of the main transaction approaches after deregulation. Locational marginal prices (LMPs) resulting from bidding competition signal electricity values at a node or in an area. This paper presents a method using Recurrent Neural Networks (RNNs) for forecasting LMPs. These RNNs were trained/validated and tested with historical data from the PJM power system. It was found that the proposed neural networks are capable of forecasting LMP values efficiently.",Deregulation; Forecasting; Locational marginal price; Recurrent neural networks,Deregulation; Electric industry; Forecasting; Marketing; Recurrent neural networks; Deregulated electric markets; Locational marginal price; Electric power systems,5,"1, 2",1,1
Johnsen T.A.,"Demand, generation and price in the Norwegian market for electric power",2001,Energy Economics,41,"We analyse the simultaneous determination of supply, demand and price in the competitive Norwegian electricity market. Deregulated in 1991, this market is pretty mature and it offers numerous data required carrying out an interesting study. Stochastic and seasonal water inflow, water storage possibilities and demand variations make this market interesting both from a theoretical and empirical view. We establish a small supply-demand model of the Norwegian electricity market. The model is estimated using weekly data from 1994 to 1995. Data for 1996 are used for post-sample examination of the model. Unexpected inflow, snow and temperature conditions explain a large part of the variation in the electricity generation, demand and price. Within and post-sample simulation of the estimated model reproduce demand and price patterns considerably well. © 2001 Elsevier Science B.V. All rights reserved.",Deregulated power market; Electricity demand; Electricity price; Hydroelectric power; Rational expectations; Water storage; Weather conditions; Weekly data,Computer simulation; Economic and social effects; Electricity; Snow; Thermal effects; Seasonal water inflows; Electric power utilization; competition; deregulation; electricity generation; price dynamics; Norway,4,"1, 2",1,1
"Kian A., Keyhani A.",Stochastic price modeling of electricity in deregulated energy markets,2001,Proceedings of the Hawaii International Conference on System Sciences,34,"In this paper the problem of modeling electricity price dynamics in deregulated energy markets is studied. Since the nature of customers' energy consumption, market participants' strategic behavior and the power system reliability indices are stochastic processes, the electricity price model will be stochastic as well. In our analysis the price of electricity is modeled based on the customers' hourly consumption, day-ahead/real-time energy prices, generation and transmission outage schedules (evaluation of the power system reliability indices), spinning reserve requirements, demand elasticity and predicted strategic behavior of market participants.",Bidding strategies; Deregulated energy markets; Energy price; Optimal pricing tariffs; Price estimation; Spinning reserve price; Stochastic modeling; VOLL; Zonal model,Electric load management; Electric power generation; Electric power transmission; Energy utilization; Random processes; Reliability theory; Strategic planning; Deregulated energy markets; Electric rates,4,1,1,1
"Ni E., Luh P.B.",Forecasting power market clearing price and its discrete PDF using a Bayesian-based classification method,2001,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,49,"Neural network methods have been successfully used for various applications. In time series prediction problems, the regression models such as multiple layer perceptron (MLP) and the radial basis function network (RBF) are usually applied. However, they cannot predict the probability density function (PDF) that is critical for some applications. When there is noise or corrupt data in the process, these regression models could be misled, resulting in poor prediction accuracy. In this paper, a classification method combined with a simple regression model is presented to predict the discrete PDF of power market clearing prices, which is critical for many decision-makings such as optimizing bidding strategies, and is very difficult to predict because of high market uncertainties. Our basic idea is to form a number of classes by discretizing the variable to be predicted, and thus converts the time series prediction problem into a pattern classification problem. The classes are clustered based on historical data, and the input statistics (e.g., input mean and covariance matrix, etc.) corresponding to each class are obtained via clustering. Given a new input, these classes are sorted according to the posterior probabilities calculated by using the Bayes’ formula. The prediction is then generated by using an auto-regression method (AR) for the classes with high posterior probabilities. The classes are then updated after the actual output is available. The method developed can be seen as an RBF with variable structure. The posterior probabilities can be viewed as an approximation of the discrete PDF, providing valuable information for decision-makes and for what if analysis. The developed method has been used to predict the on-peak and off-peak average MCPs in the New England market. The testing results show that it outperforms the RBF network in terms of prediction accuracy and computational time.",Auto-regression; Bayes’ rule; Classification; Deregulated electric power markets; MCP prediction,Decision support systems; Electric power systems; Marketing; Multilayer neural networks; Probability density function; Radial basis function networks; Regression analysis; Time series analysis; Uncertain systems; Bayesian classification method; Power market clearing price; Regression model; Electric load forecasting,4,1,1,1
"Gao F., Guan X., Cao X.-R., Papalexpoulos A.",Forecasting power market clearing price and quantity using a neural network method,2000,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,106,"Deregulation of the electric power industry worldwide raises many challenging issues. Forecasting the hourly market clearing prices and quantities in daily power markets is the most essential task and basis for any decision making. One approach to predict the market behaviors is to use the historical prices, quantities and other information to forecast the future prices and quantities. The basic idea is to use history and other estimated factors in the future to ""fit"" and ""extrapolate"" the prices and quantities. Aiming at this challenging task, we developed a neural network method to forecast the MCPs and MCQs for the California day-ahead energy markets. The structure of the neural network is a three-layer back propagation (BP) network. The historical MCPs and MCQs of California day-ahead energy market, the ISO load forecasts and other public information that may influence the markets are used for training, validating and forecasting test. Preliminary results show that our method is promising.",Artificial neural networks; Deregulated electric power markets; Price forecasting,Backpropagation; Decision making; Deregulation; Electric load forecasting; Electric rates; Extrapolation; Marketing; Neural networks; Electric power markets; Market clearing price; Market clearing quantity; Electric industry,"4, 5",1,1,1
Robinson T.A.,Electricity pool prices: A case study in nonlinear time-series modelling,2000,Applied Economics,33,"This paper considers modelling the behaviour of prices in the English and Welsh wholesale electricity Pool since the creation of this spot market in 1990. The process turns out to be nonlinear and a logistic smooth transition autoregressive model is fitted and shown to be superior to a linear alternative. The behaviour of the estimated model is discussed, and it is seen that nonlinearity is needed to describe the institutional characteristics and historical path of pool prices.",,electricity industry; energy market; price dynamics; United Kingdom,4,0,1,0
Bunn D.W.,Forecasting loads and prices in competitive power markets,2000,Proceedings of the IEEE,320,"This paper provides a review of some of the main methodological issues and techniques which have become innovative in addressing the problem of forecasting daily loads and prices in the new competitive power markets. Particular emphasis is placed upon computationally intensive methods, including variable segmentation, multiple modeling, combinations, and neural networks for forecasting the demand side, and strategic simulation using artificial agents for the supply side.",,Artificial intelligence; Competition; Computer simulation; Electric load forecasting; Electric rates; Marketing; Mathematical models; Neural networks; Agent-based simulation; Electric utilities,"1, 5",1,1,1
"Obradovic Z., Tomsovic K.",Time series methods for forecasting electricity market pricing,1999,"1999 IEEE Power Engineering Society Summer Meeting, PES 1999 - Conference Proceedings",25,"The objective of this work is to gain understanding of interactions between the predictability of electricity price under new market regulations and the engineering aspects of large scale electric power systems. There are numerous practical difficulties in allowing financial mechanisms to direct investments and operations for the generation and distribution of electricity. The electric commodity must be generated, distributed and consumed in real-time under strict physical laws and extremely high reliability requirements. This process is far more exacting and complex then the distribution of traditional commodities, such as oil or agricultural products. Clearly, assessing the effectiveness of deregulated markets is of extreme importance. © 1999 IEEE.",,Agricultural products; Commerce; Deregulation; Economics; Electric power systems; Laws and legislation; Power markets; Deregulated markets; Direct investments; Electricity prices; Engineering aspects; Forecasting electricity; High reliability; Market regulation; Time series method; Investments,−1,−1,−1,−1
Saraiva J.T.,Impact of load uncertainties in spot prices,1999,"International Conference on Electric Power Engineering, PowerTech Budapest 1999",1,"In the scope of the move towards the implementantion of market mechanisms, new tariffs schemes are necessary in order to remunerate the transmission service. Several tariffs in use include marginal based terms that, however, may be very dependent on load levels or load uncertainties. In this paper we present a fuzzy set based approach to deal with load uncertainties in order to compute local marginal prices. This approach is based on a DC Fuzzy Optimal Power Flow algorithm integrating an estimate of active losses. This algorithm is finally integrated in a Monte Carlo simulation tool in order to obtain estimates of average nodal prices considering component outages.",Electricity markets; Marginal prices; Transmission tariffs; Volatility,Commerce; Electric load flow; Electric power transmission; Intelligent systems; Monte Carlo methods; Power markets; Fuzzy optimal power flow; Load uncertainty; Marginal prices; Market mechanisms; Nodal prices; Transmission service; Transmission tariff; Volatility; Costs,0,0,0,0
Szkuta B.R.,Electricity price short-term forecasting using artificial neural networks,1999,IEEE Transactions on Power Systems,421,"This paper presents the System Marginal Price (SMP) short-term forecasting implementation using the Artificial Neural Networks (ANN) computing technique. The described approach uses the three-layered ANN paradigm with back-propagation. The retrospective SMP real-world data, acquired from the deregulated Victorian power system, was used for training and testing the ANN. The results presented in this paper confirm considerable value of the ANN based approach in forecasting the SMP.",,Backpropagation; Costs; Electric power generation; Forecasting; Learning systems; Marketing; Neural networks; Testing; Deregulated Victorian power system; Electricity market; Electricity price; Short term forecasting; System marginal price; Electric power systems,5,1,1,1
"Koreneff Goran, Seppala Anssi, Lehtonen Matti, Kekkonen Veikko, Laitinen Erkki, Hakli Jukka, Antila Erkki",Electricity spot price forecasting as a part of energy management in de-regulated power market,1998,"Proceedings of the International Conference on Energy Management and Power Delivery, EMPD",19,"A method for spot price forecasting in the electricity exchange is presented. In the beginning of the paper, the practices of the electricity exchange of Finland are described, and a brief presentation is given on the different contracts, or electricity products, available in the spot market. For comparison, the Nordic electricity exchange is also discussed. The structure of the forecasting model, based on time series analysis, is presented, and its validity is tested using real case data obtained from the Finnish power market. The spot price forecasting model is a part of a larger computer system for distribution energy management (DEM) in a de-regulated power market.",,Contracts; Costs; Deregulation; Electric rates; Electric utilities; Energy management; Mathematical models; Time series analysis; Distribution energy management (DEM); Spot price forecasting; Electric power systems,4,2,1,1
