Authors;Title;Year;Source title;Cited by;Abstract;Author Keywords;Index Keywords;Type of method/model;Horizon;Market;Output
Catalão J.P.S., Pousinho H.M.I., Mendes V.M.F.;New hybrid intelligent approach to forecast wind power and electricity prices in the short-term;2011;17th Power Systems Computation Conference, PSCC 2011;1;The increased integration of wind power into the grid poses challenges due to its intermittency. Besides, deregulation of the energy markets brings electricity prices uncertainty. Hence, a new hybrid intelligent approach is proposed in this paper to forecast wind power and electricity prices in the short-term. Results from real-world case studies are presented, in order to illustrate the proficiency of the proposed approach. Finally, conclusions are duly drawn.;"Computational intelligence; Forecasting; Pricing; Simulation; Wind energy";"Artificial intelligence; Costs; Deregulation; Forecasting; Wind power; Case-studies; Electricity prices; Energy markets; Hybrid intelligent approach; Intermittency; Real-world; Short term; Simulation; Weather forecasting";5;1;0;0
Hildmann M., Herzog F., Stokic D., Cornel J., Andersson G.;Robust calculation and parameter estimation of the Hourly Price Forward Curve;2011;17th Power Systems Computation Conference, PSCC 2011;10;Deregulated energy market participants mostly must use the Hourly Price Forward Curves (HPFC) to evaluate their long term energy price contracts. We propose a new framework to estimate hourly, daily and yearly energy price profiles, based on the median estimation, instead of the widely used mean value. Hourly and daily data used for estimation are normalized in order to minimize the seasonal-ity bias in our predictions. Given the high dimensionality of the problem, we use the LAD-Lasso model selection as a way to prevent data overfitting. To test the proposed framework we used the German electricity spot price time-series. We discuss the effects of large negative hourly prices, residuals of daily estimation and data outliers. We show that our framework provides significantly improved estimation of the HPFC compared to the simple mean estimators.;"Electricity price modeling; Hourly price forward curve; Non-normal distributions; Robust statistics; Spot markets";"Commerce; Costs; Deregulation; Normal distribution; Power markets; Electricity price model; Hourly prices; Non-normal distribution; Robust statistics; Spot market; Cost estimating";4;0;1;0
Bobinaite V.;Day-ahead electricity price forecasting: Lithuanian case;2011;6th International Conference on Electrical and Control Technologies, ECT 2011;3;Structural changes in electricity sector have a considerable influence on the behavior of economic agents, who exercise their activity under the new market conditions. Currently agents face new challenges, i.e. they have to find and choose such a bidding strategy the implementation of which could allow to maximize their utility. In this context a reliable forecasting methods and accurate price forecasts are of high importance. Thus, the aim of the paper is to analyze scientific literature on electricity price forecasting methods and to apply selected ones to forecast a day-ahead electricity price in Lithuania.;"Day-ahead electricity price; Exponential smoothing; Forecasting methods; Seasonality; Trend";"Costs; Forecasting; Electricity prices; Exponential smoothing; Forecasting methods; Seasonality; Trend; Power markets";4;0;1;0
Shrivastava N.A., Panigrahi B.K.;A hybrid swarm-machine intelligence approach for day ahead price forecasting;2011;International Journal of Innovative Computing and Applications;3;Accurate forecasting of the future electricity prices in deregulated markets has become the most important management goal since it forms the basis of maximising profits for the market participants. Electricity price forecasting, however is a complex task due to non-linearity, non-stationarity and volatility of the price signal. SVM is a machine intelligence technique that has good performance in terms of prediction. An optimum selection amongst a large number of various input combinations and parameters is a real challenge for any modeller in using SVMs. This study applies SVM to predict the hourly electricity prices of Ontario market. Optimal parameters of SVM are determined using swarm intelligence techniques. Some strategies are also developed specifically for day ahead market price forecasting considering data availability, the dynamics of price movement and forecasting horizon. A detailed analysis of a hybrid technique clubbing together the machine and swarm intelligence technique has been performed with different scenarios and strategies. © 2011 Inderscience Enterprises Ltd.;"Day ahead market; Deregulation; GA; Genetic algorithm; HOEP; Hourly Ontario energy price; Machine intelligence; Particle swarm optimisation; Price forecasting; PSO; Support vector machine; SVM; Swarm intelligence";"Commerce; Costs; Deregulation; Forecasting; Gallium; Genetic algorithms; Particle swarm optimization (PSO); Support vector machines; Swarm intelligence; Day ahead market; HOEP; Hourly ontario energy prices; Machine intelligence; Particle swarm optimisation; Price forecasting; Power markets";4, 5;0;1;0
Azadeh A., Ghaderi S.F., Nokhandan B.P., Nassiri S.;Improved one day-ahead price forecasting using combined time series and artificial neural network models for the electricity market;2011;International Journal of Industrial and Systems Engineering;12;The price forecasts embody crucial information for generators when planning bidding strategies to maximise profits. Therefore, generation companies need accurate price forecasting tools. Comparison of neural network and auto regressive integrated moving average (ARIMA) models to forecast commodity prices in pervious researches showed that the artificial neural network (ANN) forecasts were considerably more accurate than traditional ARIMA models. This paper provides an accurate and efficient tool for shortterm price forecasting based on the combination of ANN and ARIMA. Firstly, input variables for ANN are determined by time series analysis. This model relates the current prices to the values of past prices. Secondly, ANN is used for one day-ahead price forecasting. A three-layered feed-forward neural network algorithm is used for forecasting next-day electricity prices. The ANN model is then trained and tested using data from electricity market of Iran. According to pervious studies, in the case of neural networks and ARIMA models, historical demand data do not significantly improve predictions. The results show that the combined ANN-ARIMA forecasts prices with high accuracy for short-term periods. Also, it is shown that policy-making strategies would be enhanced due to increased precision and reliability. Copyright © 2011 Inderscience Enterprises Ltd.;"ANN; Artificial neural network; Competitive market; Short-term price forecasting";"Commerce; Costs; Electric industry; Electronic trading; Feedforward neural networks; Forecasting; Multilayer neural networks; Neural networks; Time series analysis; Artificial neural network models; Auto regressive integrated moving average models; Competitive markets; Electricity prices; Generation companies; Policy making strategies; Price forecasting; Short-term price forecasting; Power markets";4, 5;1;1;1
Anbazhagan S., Kumarappan N.;Day-ahead price forecasting in asia's first liberalized electricity market using artificial neural networks;2011;International Journal of Computational Intelligence Systems;11;This paper proposes a comparative model for the day-ahead electricity price forecasting that could be realized using multi-layer neural network (MLNN) with levenberg-marquardt (LM) algorithm, generalized regression neural network (GRNN) and cascade-forward neural network (CFNN). In this work applications of various models were applied to national electricity market of Singapore (NEMS), i.e. Asia's first liberalized electricity market. The individual price of year 2006 is very volatile with a very wide range. Therefore, accurate forecasting models are required for Singapore electricity market company (EMC) to maximize their profits and for consumers to maximize their utilities. Hence the year 2006 has been taken for forecasting the uniform Singapore electricity price (USEP). The mean absolute percentage error (MAPE) results show that the proposed CFNN model possess better forecasting abilities than the other models and its performance was least affected by the volatility. © 2011 Taylor & Francis Group, LLC.;"Cascade-forward neural network (CFNN); Generalized regression neural network (GRNN); Levenberg-marquardt (LM) algorithm; National electricity market of singapore (NEMS); Price forecasting; Uniform singapore energy price (USEP)";"Commerce; Costs; Deep neural networks; Electric industry; Electromagnetic compatibility; Forecasting; Network layers; Neural networks; Generalized Regression Neural Network(GRNN); Levenberg-Marquardt algorithm; National electricity market of singapore (NEMS); Price forecasting; Uniform singapore energy prices (USEP); Power markets";5;0;1;1
Sun Y., Bansal R.C., Bhardwaj A.K., Srivastava A.K.;Electricity market price forecasting using support vector machines;2011;International Journal of Computer Aided Engineering and Technology;3;Due to the electricity market deregulation, the techniques used for load forecasting have gradually improved over the years. Deregulation in the power system industry has caused rising requirement in planning, operating and controlling electric energy systems, which brings electricity load forecasting to a crucial level. Therefore, adequate techniques are desired for accurately predicting the load and hence assisting power companies in generating capacity scheduling, maintenance, energy planning and procurement, etc. An accurate forecast can greatly help power distribution companies to improve their electricity marketing strategies and avoid over or under unitisation of generating capacity and therefore optimises energy prices. But, to predict the load demand in real time requires a considerable amount of efforts. This paper presents a design methodology for a short term load forecasting useful for distribution companies, which are capable of interacting with users, gathering historical load data, performing a statistical analysis on the historical data and plotting graphs of the predicted load using the support vector machine (SVM). SVM is the chosen forecasting technique because many studies have concluded that SVMs produce the optimum accuracy as compared to other methods such as Naive Bayesian, but SVM has not been optimised for the domain. © 2011 Inderscience Enterprises Ltd.;"deregulation; load forecasting; short term load forecasting; STLF; support vector machine; SVM";;5;1;0;1
Li X.I., Yu C.W., Ren S., Meng K., Liu G.;Day-ahead electricity market price forecasting based on panel cointegration;2010;IEEE PES General Meeting, PES 2010;3;This paper proposes a novel technique to forecast day-ahead electricity prices based on Panel Cointegration (PC). The current researches on the electricity price forecasting focus on the analysis of unstable economic time series. However, due to the difference of the allocation of power resource and consumption in different regions, the time series of electricity consumption and sales price in a single region cannot contain all information in different regions. In view of the disadvantages of the time series, the panel data is introduced to investigate the long-term equilibrium relationship and the short-term adjustment relationship between electricity consumption and sales price in the paper. The fundamental and novel contribution of the paper is to apply the PC to forecast accurately in day-ahead energy market price. The whole forecasting framework shows the use of PC model in predicting price behavior. Results from the electricity market of PJM in year 2008 are reported. ©2010 IEEE.;"Electricity market; Panel cointegration; PJM; Price forecasting";"Current researches; Day-ahead electricity market; Economic time series; Electricity market; Electricity price forecasting; Electricity prices; Electricity-consumption; Energy markets; Novel techniques; Panel cointegration; Panel data; PJM; Power resources; Price forecasting; Sales prices; Behavioral research; Commerce; Costs; Electric industry; Electricity; Time series; Time series analysis; Electric load forecasting";4;1;1;1
Tian H., Zhang M., Meng B.;Prediction of day-ahead electricity price based on information fusion;2010;Proceedings of ICCIA 2010 - 2010 International Conference on Computer and Information Application;2;Aiming at the characters of day-ahead electricity price, a novel information fusion method is proposed. A new neural network method ELM is selected for its better performance as the core algorithm of information fusion. Using the information fusion ideas, a new modeling approach is proposed to establish the prediction model. The day-ahead electricity price prediction model is tested by the real data. The experiments demonstrate that the new prediction model established by ELM information fusion method has better performance. © 2010 IEEE.;"electricity market; electricity price prediction; Information fusion; neural network";"Core algorithms; Electricity market; electricity price prediction; Electricity prices; Information fusion method; Modeling approach; Neural network method; Novel information; Prediction model; Computer applications; Costs; Electricity; Mathematical models; Neural networks; Information fusion";5;1;1;1
Pany P.K., Ghosal S.P.;Intelligent systems for dynamic price forecasting in a competitive electricity market;2010;2010 International Conference on Industrial Electronics, Control and Robotics, IECR 2010;2;The electric power industry in many countries all around the world is evolving into an era of market economy with deregulation and free competition. The understanding of electric power supply as a public service is being replaced by the notion that a competitive market is a more appropriate mechanism to supply energy to consumers with high reliability and low cost [1]. A key element of the electricity sector restructuring is the establishment of a market-driven price for electricity. The pricing system of electricity plays an important role in a competitive market. In the power market, the electricity price depends on the evolution of balance between the demand for electricity and the available supply. At the same time, many other market factors also influence the electricity price, such as economic growth, weather, the power-plant mix, the prices of fuels and the strategic behavior of large players (usually on the generation side). An active, fully competitive and liquid spot market for wholesale electricity will translate the physical risk of inadequate capacity into a financial risk of high prices and place higher requirements on price forecasting. Producers and consumers rely on price-forecasting information to propose their corresponding bidding strategies. If a producer has an accurate forecast of the prices, it can develop a bidding strategy to maximize its profit. On the other hand, a consumer can make a plan to minimize his own electricity cost if an accurate price forecast is available. © 2010 IEEE.;"Autoregressive moving average; Conventional wavelet neural network; Dilation and translation; Lolac linear wavelet neural network";"Autoregressive moving average; Bidding strategy; Competitive electricity markets; Competitive markets; Conventional wavelet neural network; Dilation and translation; Dynamic price; Economic growths; Electric power industries; Electric power supply; Electricity costs; Electricity prices; Electricity sector restructuring; Financial risks; High price; High reliability; Key elements; Lolac linear wavelet neural network; Low costs; Market economies; Market factors; Physical risks; Power markets; Price forecasting; Price forecasts; Pricing systems; Public services; Spot market; Strategic Behavior; Wholesale electricity; Commerce; Competition; Deregulation; Economics; Electric industry; Electric power systems; Electricity; Industrial electronics; Intelligent systems; Neural networks; Power quality; Profitability; Robotics; Weather forecasting; Costs";4, 5;1;1;1
Giri R., Chowdhury A., Ghosh A., Panigrahi B.K., Mohapatra A.;Electricity price forecasting: A hybrid wavelet transform and evolutionary-ANN approach;2010;2010 Joint International Conference on Power Electronics, Drives and Energy Systems, PEDES 2010 and 2010 Power India;1;In a restructured power market, the forecasting of price of electricity has drawn attention of researchers for an accurate forecasting of the electricity price. Electricity price forecast provides important information to the electricity market managers and participants. However, electricity price is a complex signal due to its non-linear, non-stationary, and time variant behavior. In spite of performed research in this area, more accurate and robust price forecast methods are still required. In this article a novel technique has been proposed to forecast the electricity prices using wavelet transform and a Feed-Forward Neural Network trained by a Meta heuristic algorithm i.e. Invasive Weed Optimization technique (IWO). The wavelet transform has been used to decompose ill-behaved price series in a set of better constitutive series. Here we have used the data of electricity market of Australia in year 2005 and the reported results have been compared with the ANN, trained by back propagation algorithm. © 2010 IEEE.;"ANN; Electricity market; IWO; Metaheuristics; Price forecasting; Wavelet transform";"ANN; Electricity market; IWO; Meta heuristics; Price forecasting; Commerce; Costs; Electric industry; Electric load forecasting; Electricity; Heuristic algorithms; Neural networks; Power electronics; Wavelet transforms";4, 5;1;1;1
Esmaeili K. A., Eghlimi M., Oloomi B. M., Shakouri G. H., Sadeghi A.;Forecasting the electrical energy price in iran power market: A comparison between single and multi hour models;2010;2010 9th International Power and Energy Conference, IPEC 2010;1;This paper discusses the electrical energy price forecasting in Iran power market. Due to the day-time variations in load and thereby electrical energy price, it is wise to use different models for forecasting energy price at different hours. In this paper, three different single-hour models are used to forecast electricity price at off peak, plateau, and peak load. A 24-hour model is also used to forecast electricity price of all hours simultaneously. Analysis of autocorrelation and partial autocorrelation functions suggests different models for each single hour model as well as the 24-hour model. The best models for off peak, plateau, and peak load are obtained to be ARIMA(1,1,1), ARIMA(2,1,1) and ARIMA(0,1,1), respectively. In addition, the time-series analyses result in an AR(2) model with 24-hour period for the 24-hour model as the most suitable model. The models are compared from viewpoints of accuracy and time consuming. The comparison shows that the user should compromise between accuracy and speed, when selecting singlehour or 24-hour models. ©2010 IEEE.;"Autocorrelation; Electrical energy; Forecasting; Partial autocorrelation; Time series";"Best model; Electrical energy; Electricity prices; Energy prices; Partial autocorrelation; Partial autocorrelation function; Peak load; Power markets; Time variations; Adaptive filtering; Autocorrelation; Costs; Harmonic analysis; Regression analysis; Time series; Time series analysis; Electric load forecasting";4;1;1;1
Zheng Y., Li G., Zhou M., Lin S., Lo K.L.;An improved grey model for forecasting spot and long term electricity price;2010;2010 International Conference on Power System Technology: Technological Innovations Making Power Grid Smarter, POWERCON2010;3;"With the deepening reform to power industries, power systems are going to gradually open the demand side and the power consumers have to face the changes of their role in the market, and make a preliminary long-term forecasting for the electricity prices. In order to consider the relations between the spot market and the long-term contract market, this paper builds a multi-electricity price grey model to comprehensive forecast the prices of the 2 markets; further researches the structure of the background value, and improves the multi-electricity price grey model; and introduces the residual error, the related grade, the mean variance ratio and the little probability of error as test indexes. The test results show that the multi-electricity price grey forecasting model and its improved model have better accuracy, and the improved model has stronger adaptability and extends the application range. ©2010 IEEE.";"Background value; Electricity price forecasting; Multi-variable grey model";"Application range; Background value; Demand-side; Electricity price forecasting; Electricity prices; Grey forecasting model; Grey Model; Improved grey model; Improved models; Long term; Long-term contracts; Long-term forecasting; Mean variance; Multi variables; Power consumers; Power industry; Power systems; Probability of errors; Residual error; Spot market; Test results; Commerce; Costs; Electricity; Innovation; Power generation; Technological forecasting; Electric load forecasting";4;3;1;1
Wang R., Wang F., Ji W.;Particle swarm optimization based GM(1,2) method on day-ahead electricity price forecasting with predicted error improvement;2010;2010 2nd International Workshop on Database Technology and Applications, DBTA2010 - Proceedings;1;Under deregulated environment, accurate electricity price forecasting is a crucial issue concerned by all participants. Experience shows that single forecasting model is very difficult to improve the forecasting accuracy due to the complicated factors affecting electricity prices. A particle swarm optimization (PSO) based GM(1,2) method on day-ahead electricity price forecasting with predicted error improvement is proposed, in which the moving average method is used to process the raw series, the PSO based GM(1,2) model to the processed series and the time series analysis to further improve the predicted errors. The numerical example based on the historical data of the PJM market shows that the method can reflect the characteristics of electricity price better and the forecasting accuracy can be improved virtually compared with the conventional GM(1,2) model. The forecasted prices accurate enough to be used by market participants to prepare their bidding strategies. ©2010 IEEE.;"Electricity market; Electricity price forecast; GM(1,2) model; Particle swarm optimization; Time series analysis";"Bidding strategy; Deregulated environments; Electricity market; Electricity price forecast; Electricity price forecasting; Electricity prices; Forecasting accuracy; Forecasting models; GM(1,2) model; Historical data; Market participants; Moving average method; Numerical example; Particle swarm; Predicted error; Commerce; Costs; Electric industry; Electric load forecasting; Electricity; Numerical methods; Time series; Time series analysis; Particle swarm optimization (PSO)";4;1;1;1
Menniti D., Scordino N., Sorrentino N., Violi A.;Short-term forecasting of day-ahead electricity market price;2010;2010 7th International Conference on the European Energy Market, EEM 2010;5;A very important task in electricity market operation is to forecast day ahead market price in order to implement adequate bidding strategies. In this direction, this paper proposes a technique to forecast day-ahead electricity prices based on the mean reverting process, using a properly fitted model. Results from the electricity market of Italy during year 2009 are finally reported. © 2010 IEEE.;"Electricity market; Price forecasting; Risk management; Stochastic programming";"Bidding strategy; Day ahead market; Day-ahead electricity market; Electricity market; Electricity market operations; Electricity prices; Price forecasting; Short-term forecasting; Commerce; Costs; Electric industry; Electricity; Risk analysis; Risk management; Stochastic programming; Stochastic systems; Electric load forecasting";3;1;1;1
Haugom E., Westgaard S., Solibakke P.B., Lien G.;Modelling day ahead nord pool forward price volatility: Realized volatility versus GARCH models;2010;2010 7th International Conference on the European Energy Market, EEM 2010;5;Traditionally, and still within electricity futures/forward markets, daily data has been utilized as the unit of analyses when modelling and making predictions of volatility. However, over the recent past it is argued that better volatility estimates can be obtained by using standard time series techniques on non-parametric volatility measures constructed from high-frequency intradaily returns. Liquidity in financial electricity markets has increased rapidly over the recent years, which make it possible to apply these relatively new methods for measuring market volatility. In this paper high-frequency data and the concept of realized volatility is utilized to make day ahead predictions of Nord Pool forward price volatility. Such short term volatility predictions are especially important for operators and other participants in the electricity sector. We compare the results obtained from standard time-series techniques with the more traditional GARCH-framework which utilizes daily returns. Additionally, we examine whether different approaches of decomposing the total variation into a continuous - and jump measure improves the model fit or not. The paper provides new insights to how the financial electricity market at Nord Pool works, and how we efficiently can model and make predictions of the price movements in this market. © 2010 IEEE.;"Electricity forward prices; GARCH; High-frequency; Long memory; Nord pool; Realized volatility";"Forward price; GARCH; High frequency HF; Long memories; Nord pool; Realized volatility; Costs; Electric industry; Electricity; Forecasting; Lakes; Time series; Commerce";4;1;1;0
Shrestha G.B., Qiao S.;Statistical characterization of electricity price in competitive power markets;2010;2010 IEEE 11th International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2010;8;Forecasting of electricity price in the competitive power market has become very important for the market participants in order to support their planning and operations activities. In addition to the change in prices caused by the demand levels (reflected in normal interaction between supply and demand), numerous other factors affect the electricity price including the sudden surges in prices which are frequently caused by unexpected outages. This paper attempts to represent the price at any one period as a random variable which may be treated statistically. Historical price data from Singapore market (USEP) are used to study the behavior of the market price in order to identify the possible statistical distributions and then hypothesis tests are formulated and carried out to determine the theoretical distributions which are best supported by the historical data. It is shown that the raw price data may not be directly amenable to statistical representation. However, suitable processing of the data such as filtering out the extreme values or suitable regrouping of the data may be carried out to bring out the underlying statistical characteristics of the price behavior. It is shown that the market price behavior may support more than one theoretical distribution although the log normal distribution was found to fit the historical data best. ©2010 IEEE.;"Competitive electricity market; Electricity price; Hypothesis testing; Statistical distributions - normal, log-normal, and weibull distributions";"Competitive electricity markets; Competitive power markets; Electricity price; Electricity prices; Extreme value; Historical data; Hypothesis testing; Hypothesis tests; Log-normal distribution; Market participants; Market price; Singapore; Statistical characteristics; Statistical characterization; Statistical distribution; Statistical representations; Supply and demand; Commerce; Data processing; Electric industry; Electric load forecasting; Electricity; Normal distribution; Random variables; Statistical tests; Statistics; Weibull distribution; Costs";4;1;1;1
Abdollahzade M., Mahjoob M.J., Zarringhalam R., Miranian A.;Locally linear neuro-fuzzy (LLNF) electricity price forecasting in deregulated power markets;2010;International Journal of Innovative Computing, Information and Control;17;The disguise of traditional monopolistic electricity markets into deregulated competitive ones has made 'price forecasting' a crucial strategy for both producers and consumers: for the producers, to maximize their profit and hedge against price volatilities and for the consumers to manage their utility. Electricity price forecasting has thus emerged as a progressive field of study and numerous researches have been conducted to improve and optimize the price forecast methods. This paper proposes a precise and computationally efficient method to perform price forecasting in deregulated power markets. A locally linear neuro-fuzzy model is developed for price forecasting. The model is trained by a locally linear model tree (LOLIMOT) learning algorithm. An appropriate input selection based on correlation analysis is considered to develop the model. In order to investigate the performance of the proposed model, three major power markets almost serving as global benchmarks for price forecasting studies are tested and the results are verified using real observed data for various forecasting scenarios. Furthermore, the performance of the suggested model is comprehensively compared to the most recent studies available in the literature using various assessment criteria. Comparisons demonstrate the superiority of the proposed model, in terms of its performance and accuracy, for application in real world forecasting problems. © 2010 ICIC INTERNATIONAL.;"Electricity markets; Electricity price forecasting; Locally linear model tree algorithm; Locally linear neuro-fuzzy model";"Assessment criteria; Computationally efficient; Correlation analysis; Deregulated power markets; Electricity market; Electricity price forecasting; Forecasting problems; Input selection; Locally linear model trees; Neuro-Fuzzy; Neuro-Fuzzy model; Observed data; Power markets; Price forecasting; Price forecasts; Price volatility; Benchmarking; Commerce; Costs; Electric load forecasting; Forecasting; Forestry; Learning algorithms; Profitability; Deregulation; Algorithms; Commerce; Costs; Electricity; Forecasts; Forestry; Marketing; Profitability";4, 5;0;0;0
Erlwein C., Benth F.E., Mamon R.;HMM filtering and parameter estimation of an electricity spot price model;2010;Energy Economics;35;In this paper we develop a model for electricity spot price dynamics. The spot price is assumed to follow an exponential Ornstein-Uhlenbeck (OU) process with an added compound Poisson process. In this way, the model allows for mean-reversion and possible jumps. All parameters are modulated by a hidden Markov chain in discrete time. They are able to switch between different economic regimes representing the interaction of various factors. Through the application of reference probability technique, adaptive filters are derived, which in turn, provide optimal estimates for the state of the Markov chain and related quantities of the observation process. The EM algorithm is applied to find optimal estimates of the model parameters in terms of the recursive filters. We implement this self-calibrating model on a deseasonalised series of daily spot electricity prices from the Nordic exchange Nord Pool. On the basis of one-step ahead forecasts, we found that the model is able to capture the empirical characteristics of Nord Pool spot prices. © 2010 Elsevier B.V.;"Adaptive filters; Electricity spot price; Forecasting; Hidden Markov model; Parameter estimation";"Compound Poisson process; Discrete time; Electricity prices; Electricity spot price; EM algorithms; Hidden Markov chains; Markov Chain; Mean-reversion; Model parameters; Ornstein-Uhlenbeck process; Recursive filters; Reference probability; Self-calibrating; Spot price; Adaptive filtering; Adaptive filters; Algorithms; Costs; Electric filters; Electric load forecasting; Hidden Markov models; Lakes; Metal analysis; Optimization; Poisson distribution; Parameter estimation; algorithm; electricity supply; energy market; estimation method; forecasting method; Markov chain; modeling; parameterization; probability";3, 4;1;1;1
Areekul P., Senjyu T., Urasaki N., Yona A.;Next day price forecasting in deregulated Market by combination of artificial neural network and ARIMA time series models;2010;Proceedings of the 2010 5th IEEE Conference on Industrial Electronics and Applications, ICIEA 2010;4;Electricity price forecasting is becoming increasingly relevant to power producers and consumers in the new competitive electric power markets, when planning bidding strategies in order to maximize their benefits and utilities, respectively. This paper proposed a method to predict hourly electricity prices for next-day electricity markets by combination methodology of ARIMA and ANN models. The proposed method is examined on the Australian National Electricity Market (NEM), New South Wales regional in year 2006. Comparison of forecasting performance with the proposed ARIMA, ANN and combination (ARIMA-ANN) models are presented. Empirical results indicate that an ARIMA-ANN model can improve the price forecasting accuracy. © 2010 IEEE.;"ARIMA; Back-propagation; Combination methodology; Electricity price forecasting; Neural network";"ARIMA; Artificial Neural Network; Bidding strategy; Combination methodology; Deregulated markets; Electric power markets; Electricity market; Electricity price forecasting; Electricity prices; Empirical results; Forecasting performance; National electricity markets; New South Wales; Power producer; Price forecasting; Time series models; Backpropagation; Commerce; Costs; Deregulation; Electricity; Industrial electronics; Neural networks; Time series; Electric load forecasting";4, 5;1;1;1
Zhang J., Wang J., Wang R., Hou G.;Forecasting next-day electricity prices with Hidden Markov Models;2010;Proceedings of the 2010 5th IEEE Conference on Industrial Electronics and Applications, ICIEA 2010;3;Next-day electricity prices forecasting is essential to consumers and producers. Due to the stochastic characteristics of the electricity price time series, a novel model of electricity price forecasting is presented based on the Hidden Markov Model (HMM). The factors impacting the electricity price forecasting are discussed. The proposed approach is utilized in an electricity market, the results show the effectiveness. © 2010 IEEE.;"Electricity price forecasting; Hidden Markov Model; Power market";"Electricity market; Electricity price forecasting; Electricity prices; Electricity prices forecasting; Power markets; Stochastic characteristic; Commerce; Costs; Electricity; Hidden Markov models; Industrial electronics; Object recognition; Stochastic models; Time series; Electric load forecasting";3;1;1;1
Tian H., Meng B., Wang S.;Day-ahead electricity price prediction based on multiple ELM;2010;2010 Chinese Control and Decision Conference, CCDC 2010;4;Aiming at the characters of day-ahead electricity price, an electricity price prediction model is established by combining the intelligent modeling methods. A new neural network method ELM is selected for its better performance to establish the basic day-ahead electricity price prediction model. Using the information fusion and ensemble ideas, a multiple ELM modeling approach is proposed to establish the prediction model. The day-ahead electricity price prediction model is tested by the real data. The experiments demonstrate that the new prediction model established by the new method has better performance. © 2010 IEEE.;"Electricity market; Electricity price prediction; ELM; Neural network";"Electricity market; Electricity price prediction; Electricity prices; Intelligent modeling; Modeling approach; Neural network method; Prediction model; Costs; Electric industry; Electricity; Forecasting; Mathematical models; Neural networks; Commerce";5;1;1;1
Wu L., Shahidehpour M.;A hybrid model for day-ahead price forecasting;2010;IEEE Transactions on Power Systems;120;This paper presents a hybrid time-series and adaptive wavelet neural network (AWNN) model for the day-ahead electricity market clearing price forecast. Instead of using price series, one-period continuously compounded return series is used to achieve more attractive statistical properties. The autoregressive moving average with exogenous variables (ARMAX) model is used to catch the linear relationship between price return series and explanatory variable load series, the generalized autoregressive conditional heteroscedastic (GARCH) model is used to unveil the heteroscedastic character of residuals, and AWNN is used to present the nonlinear, nonstationary impact of load series on electricity prices. The Monte Carlo method is adopted to generate more evenly distributed random numbers used for time series and AWNN models to accelerate the convergence. Several criteria such as average mean absolute percentage error (AMAPE) and the variance of forecast errors are used to assess the model and measure the forecasting accuracy. Illustrative price forecasting examples of the PJM market are presented to show the efficiency of the proposed method. © 2010 IEEE.;"AMAPE; ARMAX; AWNN; day-ahead price forecast; GARCH; Monte Carlo; time series method; variance of forecast errors";"Adaptive wavelet neural network; Auto-regressive; Autoregressive moving average with exogenous variables; Day-ahead electricity market; Day-ahead prices; Electricity prices; Explanatory variables; Forecast errors; Forecasting accuracy; Heteroscedastic; Hybrid model; Linear relationships; Load series; Mean absolute percentage error; MONTE CARLO; Nonstationary; Price forecasting; Price returns; Random Numbers; Statistical properties; Time series method; Costs; Errors; Monte Carlo methods; Neural networks; Random number generation; Time series; Wavelet transforms; Electric load forecasting";4, 5;1, 2;1;1
Lei M., Feng Z., Song Q.;A novel grey model to forecast short-term electricity price for nordpool using particle swarm optimization and correlation hours method;2010;2010 International Conference on Networking, Sensing and Control, ICNSC 2010;5;Short-term electricity price forecasting in competitive power markets is essential both for producers and consumers in planning their operations and maximizing their benefits. This paper proposed a new grey model, called PGM(1,2), based on Particle Swarm Optimization algorithm (PSO) and correlation hours method (CHM) in order to forecast short-term price in the Nordpool market. The main sequence is composed of prediction period price data and the reference sequence is composed of hour-before period price data. Considering of the influence of grey background, the PSO is adopted to optimize the grey background weight parameters, thus the PGM (1,2) forecasting model is founded. Comparison of forecasting performance of the PGM (1,2) with that of the traditional GM (1,1) and GM (1,2) is presented. Simulation results demonstrate the validity of the PGM (1,2) model. ©2010 IEEE.;;"Competitive power markets; Electricity price forecasting; Electricity prices; Forecasting models; Forecasting performance; Grey Model; Particle swarm optimization algorithm; Simulation result; Computer simulation; Costs; Particle swarm optimization (PSO); Electric load forecasting";4;1;1;1
Lei M., Feng Z.;Modeling electricity price forecast with grey and correlation method in competitive markets;2010;Asia-Pacific Power and Energy Engineering Conference, APPEEC;1;This paper proposed a novel grey model (GM) called PSOGM(1,2,g) for short-term electricity price prediction based on Particle Swarm Optimization algorithm (PSO) and correlation method (CM) in competitive power markets. In the presented grey model, the reference sequence (RS) is defined and determined by CM. Furthermore, considering of the influence of grey background, PSO is adopted to optimize the grey background weight parameter. To demonstrate the superiority of the provided model, publicly available data obtained from Nordpool market in North Europe is used for training and testing. Simulation results show that the improved model has higher precision than traditional grey models, and is capable of forecasting short-term price efficiently in competitive power markets. ©2010 IEEE.;"Electricity; Grey model; Price forecasting";"Competitive markets; Competitive power markets; Electricity prices; Grey Model; Grey models; Improved models; Particle swarm optimization algorithm; Simulation result; Training and testing; Computer simulation; Correlation methods; Costs; Electric load forecasting; Particle swarm optimization (PSO); Commerce";4;1;1;1
