Authors,Title,Year,Cited by,Abstract,Author Keywords,Index Keywords,Type of method/model,Horizon,Market,Output
"Unsihuay-Vila C., Zambroni de Souza A.C., Marangon-Lima J.W., Balestrassi P.P.",Electricity demand and spot price forecasting using evolutionary computation combined with chaotic nonlinear dynamic model,2010,43.0,"This paper proposes a new hybrid approach based on nonlinear chaotic dynamics and evolutionary strategy to forecast electricity loads and prices. The main idea is to develop a new training or identification stage in a nonlinear chaotic dynamic based predictor. In the training stage five optimal parameters for a chaotic based predictor are searched through an optimization model based on evolutionary strategy. The objective function of the optimization model is the mismatch minimization between the multi-step-ahead forecasting of predictor and observed data such as it is done in identification problems. The first contribution of this paper is that the proposed approach is capable of capturing the complex dynamic of demand and price time series considered resulting in a more accuracy forecasting. The second contribution is that the proposed approach run on-line manner, i.e. the optimal set of parameters and prediction is executed automatically which can be used to prediction in real-time, it is an advantage in comparison with other models, where the choice of their input parameters are carried out off-line, following qualitative/experience-based recipes. A case study of load and price forecasting is presented using data from New England, Alberta, and Spain. A comparison with other methods such as autoregressive integrated moving average (ARIMA) and artificial neural network (ANN) is shown. The results show that the proposed approach provides a more accurate and effective forecasting than ARIMA and ANN methods. © 2009 Elsevier Ltd. All rights reserved.",Electricity markets; Evolutionary strategy optimization; Nonlinear chaotic dynamics; Predict (Matlab code); Price forecasting; Short-term load forecasting,Chaotic dynamics; Electricity market; Evolutionary strategies; Matlab code; Price forecasting; Short term load forecasting; Backpropagation; Costs; Evolutionary algorithms; Identification (control systems); Mathematical models; MATLAB; Neural networks; Optimization; Time series; Electric load forecasting,5,2,1,1
"Meyer-Brandis T., Tankov P.",Multi-factor jump-diffusion models of electricity prices,2008,43.0,"The recent deregulation of electricity markets has led to the creation of energy exchanges, where the electricity is freely traded. In this paper, we study the most salient statistical features of electricity prices with a particular attention to the European energy exchanges. These features can be adequately reproduced by the sum-OU model: a model representing the price as a sum of Lévy-driven Ornstein-Uhlenbeck (OU) processes. We present a new method for filtering out the different OU components and develop a statistical procedure for estimating the sum-OU model from data. © 2008 World Scientific Publishing Company.",Electricity prices; Lévy-driven Ornstein-Uhlenbeck type processes; Multi-factor models; Nonlinear filtering; Statistical estimation,,3,1,1,1
"Ruibal C.M., Mazumdar M.",Forecasting the mean and the variance of electricity prices in deregulated markets,2008,42.0,"A fundamental bid-based stochastic model is presented to predict electricity hourly prices and average price in a given period. The model captures both the economic and physical aspects of the pricing process, considering two sources of uncertainty: availability of the units and demand. This work is based on three oligopoly models-Bertrand, Cournot, and supply function equilibrium (SFE) due to Rudkevich, Duckworth, and Rosen-and obtains closed form expressions for expected value and variance of electricity hourly prices and average price. Sensitivity analysis is performed on the number of firms, anticipated peak demand, and price elasticity of demand. The results show that as the number of firms in the market decreases, the expected values of prices increase by a significant amount. Variances for the Cournot model also increase, but the variances for the SFE model decrease, taking even smaller values than Bertrand's. Thus, if the Rudkevich model is an accurate representation of the electricity market, the results show that an introduction of competition may decrease the expected value of prices but the variances may actually increase. Finally, using a refinement of the model, it has been demonstrated that an accurate temperature forecast can reduce significantly the prediction error of the electricity prices. © 2007 IEEE.","Average prices; Bertrand model; Cournot model; Deregulated electricity markets; Edgeworth expansion; Electricity price variance; Electricity prices; Hourly prices; Method of cumulants; Rudkevich, Duckworth, and Rosen's formula; Stochastic load; Supply function equilibrium",Competition; Deregulation; Electric industry; Electric load management; Marketing; Stochastic models; Uncertainty analysis; Bertrand model; Cournot model; Edgeworth expansion; Electricity price variance; Method of cumulants; Supply function equilibrium; Electric rates,1,1,1,1
"Lin W.-M., Gow H.-J., Tsai M.-T.",Electricity price forecasting using enhanced probability neural network,2010,41.0,"This paper proposes a price forecasting system for electric market participants to reduce the risk of price volatility. Combining the Probability Neural Network (PNN) and Orthogonal Experimental Design (OED), an Enhanced Probability Neural Network (EPNN) is proposed in the solving process. In this paper, the Locational Marginal Price (LMP), system load and temperature of PJM system were collected and the data clusters were embedded in the Excel Database according to the year, season, workday, and weekend. With the OED to smooth parameters in the EPNN, the forecasting error can be improved during the training process to promote the accuracy and reliability where even the ""spikes"" can be tracked closely. Simulation results show the effectiveness of the proposed EPNN to provide quality information in a price volatile environment. © 2010 Elsevier Ltd. All rights reserved.",Electricity price forecasting; Locational Marginal Price; Orthogonal Experimental Design (OED); Probability Neural Network,Data clusters; Electric markets; Electricity price forecasting; Forecasting error; Locational marginal prices; Orthogonal experimental design; Price forecasting; Price volatility; Probability neural network; Quality information; Simulation result; System loads; Training process; Volatile environments; Costs; Design; Electric load forecasting; Probability; Spreadsheets; Statistics; Neural networks,5,"1, 2",1,1
"Amjady N., Keynia F.",Electricity market price spike analysis by a hybrid data model and feature selection technique,2010,40.0,"In a competitive electricity market, energy price forecasting is an important activity for both suppliers and consumers. For this reason, many techniques have been proposed to predict electricity market prices in the recent years. However, electricity price is a complex volatile signal owning many spikes. Most of electricity price forecast techniques focus on the normal price prediction, while price spike forecast is a different and more complex prediction process. Price spike forecasting has two main aspects: prediction of price spike occurrence and value. In this paper, a novel technique for price spike occurrence prediction is presented composed of a new hybrid data model, a novel feature selection technique and an efficient forecast engine. The hybrid data model includes both wavelet and time domain variables as well as calendar indicators, comprising a large candidate input set. The set is refined by the proposed feature selection technique evaluating both relevancy and redundancy of the candidate inputs. The forecast engine is a probabilistic neural network, which are fed by the selected candidate inputs of the feature selection technique and predict price spike occurrence. The efficiency of the whole proposed method for price spike occurrence forecasting is evaluated by means of real data from the Queensland and PJM electricity markets. © 2009 Elsevier B.V. All rights reserved.",Feature selection technique; Hybrid data model; Price spike occurrence prediction,Competitive electricity markets; Data models; Electricity market; Electricity prices; Energy prices; Feature selection; Input set; Novel techniques; Prediction process; Price prediction; Price spike; Probabilistic neural networks; Queensland; Time domain variable; Costs; Electric load forecasting; Electricity; Models; Neural networks; Commerce,"4, 5",1,1,1
"Zeineldin H.H., El-Fouly T.H.M., El-Saadany E.F., Salama M.M.A.",Impact of wind farm integration on electricity market prices,2009,39.0,"Wind generation is considered one of the most rapidly increasing resources among other distributed generation technologies. Recently, wind farms with considerable output power rating are installed. The variability of the wind output power, and the forecast inaccuracy could have an impact on electricity market prices. These issues have been addressed by developing a single auction market model to determine the close to real-time electricity market prices. The market-clearing price was determined by formulating an optimal power flow problem while considering different operational strategies. Inaccurate power prediction can result in either underestimated or overestimated market prices, which would lead to either savings to customers or additional revenue for generator suppliers. © 2008 The Institution of Engineering and Technology.",,Costs; Electric load forecasting; Electric utilities; Electricity; Forecasting; Power electronics; Wind power; Auction markets; Clearing prices; Distributed generation technologies; Electricity market prices; Market prices; Operational strategies; Optimal Power Flow problems; Output powers; Power predictions; Wind farms; Wind generations; Marketing,4,1,1,1
"Pedregal D.J., Trapero J.R.",Electricity prices forecasting by automatic dynamic harmonic regression models,2007,39.0,"The changes experienced by electricity markets in recent years have created the necessity for more accurate forecast tools of electricity prices, both for producers and consumers. Many methodologies have been applied to this aim, but in the view of the authors, state space models are not yet fully exploited. The present paper proposes a univariate dynamic harmonic regression model set up in a state space framework for forecasting prices in these markets. The advantages of the approach are threefold. Firstly, a fast automatic identification and estimation procedure is proposed based on the frequency domain. Secondly, the recursive algorithms applied offer adaptive predictions that compare favourably with respect to other techniques. Finally, since the method is based on unobserved components models, explicit information about trend, seasonal and irregular behaviours of the series can be extracted. This information is of great value to the electricity companies' managers in order to improve their strategies, i.e. it provides management innovations. The good forecast performance and the rapid adaptability of the model to changes in the data are illustrated with actual prices taken from the PJM interconnection in the US and for the Spanish market for the year 2002. © 2006 Elsevier Ltd. All rights reserved.",Dynamic harmonic regression; Electricity markets; Forecasting; State space systems,Algorithms; Costs; Electric load forecasting; Frequency domain analysis; Harmonic analysis; Mathematical models; Recursive functions; Regression analysis; State space methods; Dynamic harmonic regression; Electricity markets; Forecast performance; State space systems; Energy management,4,1,1,1
"Mandal P., Srivastava A.K., Park J.-W.",An effort to optimize similar days parameters for ANN-based electricity price forecasting,2009,38.0,"This paper presents a sensitivity analysis of similar days (SD) parameters to increase the accuracy of artificial neural network (ANN) and SD-based short-term price forecasting. Work presented in this paper is an extended version of previous works done by the authors to integrate ANN and SD method for predicting electricity price. The focus here is on sensitivity analysis of SD parameters while keeping the parameters same for ANN to forecast hourly electricity prices in the Pennsylvania-New Jersey-Maryland (PJM) (regional transmission organization in northeast America) electricity market. Several cases are simulated by choosing (a) two, (b) three, (c) four, and (d) five SD parameters to calculate the norm. In addition, sensitivity analysis has been carried out by changing the time framework of SD (d = 15, 30, 45, 60) and the number of selected similar price days (N = 5, 10). From sensitivity analysis, it is identified that the optimized mean absolute percentage error (MAPE) is obtained using case-c with d = 30 and N = 10. MAPE of reasonably small value, along with forecast mean square error and mean absolute error of around 2$/MWh and 1$/MWh, is obtained for the PJM data, which has correlation coefficient of determination (R2) of 0.7758 between load and electricity price. Numerical results show that forecasts generated by the developed ANN model based on the optimized case are accurate and efficient. © 2009 IEEE.","Artificial neural network (ANN); Electricity market; Locational marginal prices (LMPs); Price forecasting, sensitivity analysis; Similar days (SD) parameters","Artificial neural network (ANN); Electricity market; Locational marginal prices (LMPs); Price forecasting, sensitivity analysis; Similar days (SD) parameters; Backpropagation; Commerce; Costs; Diffusers (optical); Electric load forecasting; Electric network analysis; Electricity; Neural networks; Optimization; Sensitivity analysis",5,1,1,1
"Osório G.J., Matias J.C.O., Catalão J.P.S.",Electricity prices forecasting by a hybrid evolutionary-adaptive methodology,2014,36.0,"With the restructuring of the electricity sector in recent years, and the increased variability and uncertainty associated with electricity market prices, it has become necessary to develop forecasting tools with enhanced capabilities to support the decisions of market players in a competitive environment. Hence, this paper proposes a new hybrid evolutionary-adaptive methodology for electricity prices forecasting in the short-term, i.e., between 24 and 168 h ahead, successfully combining mutual information, wavelet transform, evolutionary particle swarm optimization, and the adaptive neuro-fuzzy inference system. In order to determine the accuracy, competence and proficiency of the proposed methodology, results from real-world case studies using real data are presented, together with a thorough comparison considering the results obtained with previously reported forecasting tools. Not only is the accuracy an important factor, but also the computational burden is relevant in a comparative study. The results show that it is possible to reduce the uncertainty associated with electricity market prices prediction without using any exogenous data, just the historical values, thus requiring just a few seconds of computation time. © 2014 Elsevier Ltd. All rights reserved.",Evolutionary particle swarm optimization; Forecasting; Market prices; Mutual information; Neuro-fuzzy; Wavelet transform,,"4, 5","1, 2",1,1
"Wan C., Niu M., Song Y., Xu Z.",Pareto Optimal Prediction Intervals of Electricity Price,2017,33.0,This letter proposes a novel Pareto optimal prediction interval construction approach for electricity price combing extreme learning machine and non-dominated sorting genetic algorithm II (NSGA-II). The Pareto optimal prediction intervals are produced with respect to the formulated two objectives reliability and sharpness. The effectiveness of proposed approach has been verified through the numerical studies on Australia electricity market data. © 1969-2012 IEEE.,Electricity price; extreme learning machine; NSGA-II; prediction intervals,Costs; Forecasting; Genetic algorithms; Knowledge acquisition; Learning systems; Australia; Construction approaches; Electricity prices; Extreme learning machine; Non dominated sorting genetic algorithm ii (NSGA II); NSGA-II; Pareto-optimal; Prediction interval; Pareto principle,5,1,1,2
"Sharma V., Srinivasan D.",A hybrid intelligent model based on recurrent neural networks and excitable dynamics for price prediction in deregulated electricity market,2013,33.0,"This paper examines electricity price time series from dynamical system perspective and proposes a hybrid model which employs a synergistic combination of Recurrent Neural Network (RNN) and coupled excitable system for prediction of future prices in deregulated electricity markets. Driven by profit maximizing decisions taken by various agents, these markets belong to the class of financial systems. However presence of intermittent spikes and complex dynamic nonlinearities in electricity price time series render the prediction task extremely challenging. The approximation ability of Recurrent Neural Networks to map dynamic functions together with sharp jumping attribute of coupled excitable systems allows close approximation of spiky time series. The developed hybrid model was applied for point and interval forecasting in various markets worldwide over different seasons for testing its adaptability in different environments. Satisfactory prediction results were obtained in all the markets, in stable as well as spiking regions of the time series. © 2013 Elsevier Ltd.",Excitable system; FHN coupled system; Multiple scale dynamics; Recurrent neural networks,Coupled systems; Deregulated electricity market; Excitable systems; Hybrid intelligent model; Multiple scale; Recurrent neural network (RNN); Satisfactory predictions; Synergistic combinations; Commerce; Costs; Dynamical systems; Profitability; Recurrent neural networks; Time series; Forecasting,"4, 5",1,1,1
"Zhao J.H., Dong Z.Y., Li X.",Electricity market price spike forecasting and decision making,2007,33.0,"Forecasting price spikes is a timely issue for the deregulated electricity market. Traditional price forecasting techniques show poor performance in handling price spikes, which usually follow a pattern different from the prices under normal market conditions. Therefore, novel approaches are required to forecast both the occurrences and values of spikes. In this paper a comprehensive study is conducted to investigate the performance of several data mining techniques for spike forecasting. Another major contribution of this paper is that a novel approach is proposed to integrate the spike forecasting process with decision-making, and to provide a comprehensive risk management tool against spikes. This approach is based on the Naïve Bayesian Classifier. The benefits/costs of possible decisions are considered in the spike forecasting process to achieve the maximum benefits from the decisions against price spikes. We give a comprehensive theoretical proof of the proposed Bayesian classifier with benefit maximisation (BCBM) approach, which empirically demonstrates its effectiveness by achieving promising experiment results on real market price datasets. © The Institution of Engineering and Technology 2007.",,Cost benefit analysis; Data mining; Data structures; Decision making; Optimization; Risk management; Bayesian Classifiers; Risk management tools; Spike forecasting processes; Electric utilities,5,2,1,1
"Zareipour H., Bhattacharya K., Cañizares C.A.",Forecasting the hourly ontario energy price by multivariate adaptive regression splines,2006,32.0,"Multivariate adaptive regression splines (MARS) technique is an adaptive non-parametric regression approach which has been used for various forecasting and data mining applications in recent years. This technique is more useful when a large number of explanatory variable candidates need to be considered. In this paper, the MARS technique is applied to forecast the hourly Ontario energy price (HOEP). The MARS models are developed in this work considering two scenarios for the explanatory variables. In the first scenario, the model is build based solely on the lagged values of the HOEP. In the second scenario, current and lagged values of the latest predispatch price and demand information, made available by the Ontario Independent Electricity System Operator (IESO), are also considered as explanatory variables. The forecasts generated by the developed models for high and low demand periods are significantly more accurate than the currently available forecasts for HOEP, demonstrating the MARS capability for electricity market price forecasting. ©2006 IEEE.",Electricity markets; Multivariate Adaptive Regression Splines (MARS); Price forecasting,Adaptive control systems; Mathematical models; Multivariable control systems; Regression analysis; Splines; Electricity markets; Independent Electricity System Operator (IESO); Multivariate Adaptive Regression Splines (MARS); Price forecasting; Electrical engineering,4,2,1,1
"Pinto T., Sousa T.M., Vale Z.",Dynamic artificial neural network for electricity market prices forecast,2012,31.0,"This paper presents an artificial neural network applied to the forecasting of electricity market prices, with the special feature of being dynamic. The dynamism is verified at two different levels. The first level is characterized as a re-training of the network in every iteration, so that the artificial neural network can able to consider the most recent data at all times, and constantly adapt itself to the most recent happenings. The second level considers the adaptation of the neural network's execution time depending on the circumstances of its use. The execution time adaptation is performed through the automatic adjustment of the amount of data considered for training the network. This is an advantageous and indispensable feature for this neural network's integration in ALBidS (Adaptive Learning strategic Bidding System), a multi-agent system that has the purpose of providing decision support to the market negotiating players of MASCEM (Multi-Agent Simulator of Competitive Electricity Markets). © 2012 IEEE.",,Adaptive learning; Automatic adjustment; Competitive electricity markets; Decision supports; Electricity market; Execution time; Multi agent system (MAS); Second level; Strategic bidding; Decision support systems; Electric industry; Multi agent systems; Neural networks,"1, 5",1,1,1
Mount Tim,Market power and price volatility in restructured markets for electricity,1999,30.0,"The restructured market for electricity in the UK has experienced a systematic pattern of price spikes associated with the use of market power by the two dominant generators. Although the restructuring in Victoria, Australia established a more competitive market with low average prices, an erratic pattern of price spikes exists and the price volatility is a potential problem for customers. This paper argues that the use of a uniform price auction for electricity markets exacerbates price volatility. A discriminatory price auction is proposed as a better alternative that would reduce the responsiveness of price to errors in forecasting total load.",,Abstract only; Market power; Price volatility; Restructured markets; Competition; Electric load forecasting; Electric utilities; Industrial economics; Marketing; Electric industry,1,1,1,1
"Lira F., Muñoz C., Núñez F., Cipriano A.",Short-term forecasting of electricity prices in the Colombian electricity market,2009,29.0,"The restructuring of the electricity-generating industry from protected monopoly to an open competitive market has presented producers with a problem scheduling generation: finding the optimal bidding strategy to maximise their profits. In order to solve this scheduling problem, a reliable system capable of forecasting electricity prices is needed. This work evaluates the forecasting capabilities of several modelling techniques for the next-day-prices forecasting problem in the Colombian market, measured in USD/MWh. The models include exogenous variables such as reservoir levels and load demand. Results show that a segmentation of the prices into three intervals, based on load demand behaviour, contribute to an important standard deviation reduction. Regarding the models under analysis, Takagi-Sugeno-Kang models and ARMAX models identified by means of a Kalman filter perform the best forecasting, with an error rate below 6. © 2009 The Institution of Engineering and Technology.",,ARMAX model; Colombians; Competitive markets; Electricity market; Electricity prices; Error rate; Exogenous variables; Forecasting capability; Forecasting electricity; Load demand; Modelling techniques; Optimal bidding strategy; Prices forecasting; Reliable systems; Scheduling problem; Short-term forecasting; Standard deviation; Takagi-Sugeno-Kang model; Three interval; Commerce; Control theory; Costs; Electric load forecasting; Profitability; Scheduling; Electric generators,4,1,1,1
"Yan X., Chowdhury N.A.",Mid-term electricity market clearing price forecasting utilizing hybrid support vector machine and auto-regressive moving average with external input,2014,28.0,"Currently, there are many techniques available for short-term electricity market clearing price (MCP) forecasting, but very little has been done in the area of mid-term electricity MCP forecasting. Mid-term electricity MCP forecasting has become essential for resources reallocation, maintenance scheduling, bilateral contracting, budgeting and planning purposes. A hybrid mid-term electricity MCP forecasting model combining both support vector machine (SVM) and auto-regressive moving average with external input (ARMAX) modules is presented in this paper. The proposed hybrid model showed improved forecasting accuracy compared to forecasting models using a single SVM, a single least squares support vector machine (LSSVM) and hybrid LSSVM-ARMAX. PJM interconnection data have been utilized to illustrate the proposed model with numerical examples. © 2014 Elsevier Ltd. All rights reserved.",Auto-regressive moving average with external input (ARMAX); Deregulated electric market; Electricity market clearing price (MCP); Electricity price forecasting; PJM; Support vector machine (SVM),Budget control; Costs; Deregulation; Electric industry; Electric load forecasting; Electricity; Forecasting; Scheduling; Deregulated electric markets; Electricity market; Electricity price forecasting; External input; PJM; Support vector machines,"4, 5",2,1,1
"García-Martos C., Rodríguez J., Sánchez M.J.",Forecasting electricity prices and their volatilities using Unobserved Components,2011,28.0,"The liberalization of electricity markets more than ten years ago in the vast majority of developed countries has introduced the need of modelling and forecasting electricity prices and volatilities, both in the short and long term. Thus, there is a need of providing methodology that is able to deal with the most important features of electricity price series, which are well known for presenting not only structure in conditional mean but also time-varying conditional variances. In this work we propose a new model, which allows to extract conditionally heteroskedastic common factors from the vector of electricity prices. These common factors are jointly estimated as well as their relationship with the original vector of series, and the dynamics affecting both their conditional mean and variance. The estimation of the model is carried out under the state-space formulation. The new model proposed is applied to extract seasonal common dynamic factors as well as common volatility factors for electricity prices and the estimation results are used to forecast electricity prices and their volatilities in the Spanish zone of the Iberian Market. Several simplified/alternative models are also considered as benchmarks to illustrate that the proposed approach is superior to all of them in terms of explanatory and predictive power. © 2011 Elsevier B.V.",Conditional heteroskedasticity; Dynamic factor analysis; Iberian market; Long run; Non-stationary; Short run,Dynamic factor analysis; Heteroskedasticity; Iberian market; Long run; Nonstationary; Short run; Commerce; Costs; Dynamic analysis; Forecasting; State space methods; Time series analysis; Electricity; benchmarking; developing world; electricity; electricity supply; forecasting method; numerical model; price determination; price dynamics; vector; Iberian Peninsula,4,"1, 3",1,1
"Zhao J., Dong Z., Li X., Wong K.P.",A general method for electricity market price spike analysis,2005,28.0,"Many techniques have been employed to forecast electricity market prices, and have achieved good results. These techniques mostly focus on normal price forecasting, not on the forecasting of price spikes. Data mining techniques have been successfully applied to forecast the value of price spikes under the condition that a spike appears. However, an effective method of predicting the occurrence of the spikes is yet to be seen. In this paper, a data mining based approach is presented to give a reliable forecast of the occurrence of price spikes. Combined with spike value prediction techniques, the proposed approach can give a comprehensive price spike forecasting. In this paper, data pre-process techniques are described to find the attributes relevant to the spikes. Then a simple introduction to the classification techniques is given for completeness. Two algorithms: support vector machine and probability classifier are chosen and discussed in detail. Actual market data are used to test the proposed model, and promising results have been obtained. ©2005 IEEE.",,Algorithms; Classification (of information); Classifiers; Data mining; Electric load forecasting; Industrial economics; Marketing; Probability; Electricity market; Market prices; Probability classifier; Support vector machines; Electric power generation,5,1,1,1
"Bompard E., Ciwei G., Napoli R., Torelli F.",Dynamic price forecast in a competitive electricity market,2007,27.0,"Price forecast is a key issue in competitive electricity markets. It provides useful information for the market players and the regulators, in both short and long run. Different approaches have been proposed and implemented. A new dynamic approach for forecasting the market price of electricity in the short term is proposed. The price dates are first clustered according to different types of daily profiles and then, given a proper function representing the trend in price, the set of unknown parameters are identified based on the zeroing of a Lyapunov function. The forecast can be dynamically updated with the latest data available. Higher weight can be attributed to this data in determining the future prices. The proposed approach is validated with reference to real systems in the form of the Italian, New England and New York electricity markets. In addition, an extensive price forecast is provided for the Italian market, an example of a young market that is rather difficult to predict patterns for. © The Institution of Engineering and Technology 2007.",,Costs; Data reduction; Lyapunov functions; Marketing; Dynamic approach; Market players; Price forecast; Electricity,4,1,1,1
"Torbaghan S.S., Motamedi A., Zareipour H., Tuan L.A.",Medium-term electricity price forecasting,2012,26.0,"Medium-term price forecasting plays an important role in electricity markets. Obtaining reasonably accurate medium-term electricity price predictions is critical in many applications, such as maintenance scheduling, generation expansion planning, and bilateral contracting. Medium-term price forecasting is a complex task because of the long forecasting horizon, dependence of medium-term electricity prices to various variables, and limited availability of explanatory data. In this paper, different aspects of a medium-term electricity price forecasting are discussed, and several data-driven 12-month-ahead approaches are developed. The presented approaches are applied to Nord Pool and the Ontario electricity market to examine their performance and effectiveness. © 2012 IEEE.",Electricity markets; medium-term forecasting; price forecasting,Complex task; Electricity market; Electricity price forecasting; Electricity prices; Generation expansion planning; Maintenance scheduling; Ontario electricity markets; Price forecasting; Costs; Digital storage; Electric load forecasting; Electricity; Forecasting,4,2,1,1
"Hu Z., Yu Y., Wang Z., Sun W., Gan D., Han Z.",Price forecasting using an integrated approach,2004,26.0,"In this paper, a BP model for short-term price forecasting and a linear regress model for mid/long-term price forecasting are described together with forecasting results. A detailed discussion on the choice of forecast models and forecast variables is reported. A salient feature of the reported methods is that the forecast models can take into account the influence of market power on electricity prices. Specifically, a market power index, namely Must Run Ratio (MRR), is judiciously selected as an input to the price forecast models. An added advantage of presented models is that the number of required input variables can be reduced significantly without perceived loss of accuracy. The suggested methods are being utilized, by the transmission company, to forecast short-term, mid/long-term prices in Zhejiang Electricity Market. The results show that the proposed forecast models meet the basic requirement of Zhejiang electricity market operation.",BP model; Correlation analysis; Electricity market; Linear regression model; Market power; Price forecast,Computer software; Correlation methods; Costs; Electric generators; Electric loads; Electric potential; Forecasting; Game theory; Marketing; Mathematical models; Neural networks; Power transmission; Regression analysis; BP model; Correlation analysis; Electricity markets; Linear regression model; Market power; Price forecasts; Electric industry,4,1,1,1
"Bello A., Reneses J., Muñoz A., Delgadillo A.",Probabilistic forecasting of hourly electricity prices in the medium-term using spatial interpolation techniques,2016,21.0,"In the context of competitive electricity markets, medium-term price forecasting is essential for market stakeholders. However, very little research has been conducted in this field, in contrast to short-term price forecasting. Previous studies of electricity price forecasting have tackled the problem of medium-term prediction using fundamental market equilibrium models with daily data, or at most, averages of groups of hours. Similarly, the limitations of point forecasts are recognized widely, but the literature dealing with probabilistic forecasts is sparse. In this study, a novel methodology for the medium-term hourly forecasting of electricity prices is proposed. This methodology is unique in the sense that it also attempts to perform punctual and probabilistic hourly predictions simultaneously. The approach consists of a nested combination of several modeling stages. The first stage consists of generating multiple scenarios of uncertain variables. In a second stage, a market equilibrium model that incorporates Monte Carlo simulation and a new definition of load levels is executed for a reduced combination of the scenarios generated. The application of spatial interpolation techniques allows us to estimate numerous feasible realizations of electricity prices from only several hundred executions of the fundamental market equilibrium model without any loss of accuracy. The efficiency of the proposed methodology is verified in a real-size electricity system that is characterized by complex price dynamics: the Spanish market. © 2015 International Institute of Forecasters",Electricity prices; Medium-term hourly prediction; Medium-term probabilistic forecasting; Monte Carlo simulation,,1,2,1,"1, 2"
"Uniejewski B., Marcjasz G., Weron R.",Understanding intraday electricity markets: Variable selection and very short-term price forecasting using LASSO,2019,19.0,"We use a unique set of prices from the German EPEX market and take a closer look at the fine structure of intraday markets forelectricity, with their continuous trading for individual load periods up to 30 min before delivery. We apply the least absolute shrinkage and selection operator (LASSO) in order to gain statistically sound insights on variable selection and provide recommendations for very short-term electricity price forecasting. © 2019 International Institute of Forecasters",ARX model; Diebold-Mariano test; Intraday electricity market; LASSO; Price forecasting; Trading strategy; Variable selection,,4,1,2,1
"Filho J.C.R., Affonso C.D.M., De Oliveira R.C.L.",Energy price prediction multi-step ahead using hybrid model in the Brazilian market,2014,19.0,"This paper proposes a new hybrid approach for short-term energy price prediction. This approach combines auto-regressive integrated moving average (ARIMA) and neural network (NN) models in a cascaded structure and uses explanatory variables. A two step procedure is applied. In the first step, the selected explanatory variables are predicted. In the second one, the energy prices are forecasted by using the explanatory variables prediction. Further, the proposed model considers a multi-step ahead price prediction (12 weeks-ahead) and is applied to Brazilian market, which adopts a cost-based centralized dispatch with unique characteristics of price behavior. The results show good ability to predict spikes and satisfactory accuracy according to error measures and tail loss test when compared with traditional techniques. Thus, the model can be an attractive tool to mitigate risks in purchasing power. © 2014 Elsevier B.V.",ARIMA; Electricity market; Energy price forecasting; Explanatory variable selection; Multi-step ahead; NN,Cascade control systems; Commerce; Forecasting; ARIMA; Electricity market; Energy prices; Explanatory variables; Multi-step; NN; Costs,4,2,1,1
"Azevedo F., Vale Z.A.",Forecasting electricity prices with historical statistical information using neural networks and clustering techniques,2006,19.0,"Factors such as uncertainty associated to fuel prices, energy demand and generation availability, are on the basis of the agents major concerns in electricity markets. Facing that reality, price forecasting has an increasing impact in agents' activity. The success on bidding strategies or on price negotiation for bilateral contracts is directly dependent on the accuracy of the price forecast. However, taking decisions based only on a single forecasted value is not a good practice in risk management. The work presented in this paper makes use of artificial neural networks to find the market price for a given period, with a certain confidence level. Historical information was used to train the neural networks and the number of neural networks used is dependent of the number of clusters found on that data. K-Means clustering method is used to find clusters. A study case with real data is presented and discussed in detail. © 2006 IEEE.",Artificial neural networks; Clustering; Electricity markets; Price forecasting; Risk management; Volatility,Bidding strategy; Bilateral contracts; Clustering; Clustering techniques; Confidence levels; Electricity market; Electricity markets; Energy demands; Forecasting electricity; Fuel prices; Good practices; Historical information; K-means clustering method; Market price; Number of clusters; Price forecasting; Price forecasts; Price negotiations; Statistical information; Study case; Volatility; Commerce; Costs; Electricity; Energy management; Forecasting; Power transmission; Risk management; Neural networks,5,2,1,"1, 2"
"Neupane B., Perera K.S., Aung Z., Woon W.L.",Artificial Neural Network-based electricity price forecasting for smart grid deployment,2012,18.0,"A deregulated electricity market is one of the keystones of up-and-coming smart grid deployments. In such a market, forecasting electricity prices is essential to helping stakeholders with the decision making process. Electricity price forecasting is an inherently difficult problem due to its special characteristics of dynamicity and nonstationarity. In our research, we use an Artificial Neural Network (ANN) model on carefully crafted input features for forecasting hourly electricity prices for the next 24 hours. The input features are selected from a pool of features derived from information such as past electricity price data, weather data, and calendar data. A wrapper method for feature selection is used in which the ANN model is continuously trained and updated in order to select the best feature set. The performance of the proposed method is evaluated and compared with the published results of the state-of-the-art Pattern Sequence-based Forecasting (PSF) method on the same data sets and our method is observed to provide superior results. © 2012 IEEE.",artificial neural network; feature selection; Price forecasting,24 hours; Ann models; Artificial neural network models; Decision making process; Deregulated electricity market; Electricity price forecasting; Electricity prices; Feature sets; Forecasting electricity; Input features; Network-based; Non-stationarities; Price forecasting; Smart grid; Weather data; Wrapper methods; Costs; Electric load forecasting; Feature extraction; Forecasting; Information science; Smart power grids; Neural networks,5,1,1,1
